ISO_3,year,"Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Primary education, teachers","Adjusted net enrollment rate, primary (% of primary school age children)",Children out of school (% of primary school age),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Adolescents out of school (% of lower secondary school age),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)"
GIN,2016,,6.0,24.4842891693115,115.0017,37680.0,78.08732,19.4781494140625,16.608959197998,,11.0605897903442,52.7520370483398,7.1741099357605,,,,94.0970993041992,89.4920196533203,72.9767913818359,87.6740417480469,36.68386,2.54450011253357
GIN,2017,,6.0,,,39914.0,,,,,,,,,,,94.0970993041992,89.4920196533203,72.9767913818359,87.6740417480469,36.68386,2.3203399181366
GIN,2018,40.0,6.0,18.5900001525879,,40816.0,,15.370265007019,12.6300001144409,6.46000003814697,7.3899998664856,51.5098686218262,6.21000003814697,0.0900000035762787,2.45000004768372,,94.0970993041992,89.4920196533203,72.61669921875,87.6337509155273,17.2974,2.38432002067566
GIN,2019,,6.0,72.0502166748047,,42135.0,,16.6146678924561,46.8625144958496,31.1392230987549,32.5042686462402,51.5710792541504,22.7037582397461,0.548118948936462,10.6588201522827,27.5056381225586,96.1881103515625,98.7876434326172,96.6638336181641,97.9704818725586,,1.85812997817993
GIN,2020,,6.0,,,43914.0,,13.6659698486328,,,,51.9312705993652,,,,,98.6220703125,98.6220703125,98.6220703125,98.6220703125,,2.43267011642456
GIN,2021,45.3300018310547,6.0,,,45766.0,,18.4884853363037,,,,52.8767013549805,,,,,,,,,,2.04074811935425
GIN,2022,,6.0,,,,,,,,,,,,,,,,,,,1.98561489582062
GIN,2023,,6.0,,,,,,,,,,,,,,,,,,,
CSS,1997,87.800666809082,,,97.01879,34408.27734375,,,,,,,,,,,,,,,,
CSS,1998,88.0911865234375,,,98.45724,35041.29296875,,,,,,,,,,,,,,,,
CSS,1999,88.3803787231445,,,100.2542,35929.6328125,92.33843,,,,,,,,,,,,,,,
CSS,2000,88.674690246582,,,99.63594,36338.12109375,92.56256,,,,,,,,,,,,,,,
CSS,2001,88.9420166015625,,,101.5799,36212.21484375,91.89613,,,,,,,,,,,,,,,
CSS,2002,89.1874313354492,,,98.83697,35898.83203125,90.42253,,,,,,,,,,,,,,,
CSS,2003,89.4198913574219,,,96.49389,36529.5234375,90.22634,,,,,,,,,,,,,,,
CSS,2004,89.637077331543,,,94.76378,37564.0390625,91.60736,,,,,,,,,,,,,,,
CSS,2005,89.8979797363281,,,94.2501,38002.33984375,91.09519,,,,,,,,,,,,,,,
CSS,2006,90.0596771240234,,,95.89691,39040.4765625,90.70505,,,,,,,,,,,,,,,
CSS,2007,90.6128692626953,,,91.55252,40024.73046875,90.85378,,,,,,,,,,,,,,,
CSS,2008,90.8384704589844,,,94.44138,39556.44140625,91.1674,,,,,,,,,,,,,,,
CSS,2009,,,,89.14918,40260.265625,90.41794,,,,,,,,,,,,,,,
CSS,2010,,,,94.97217,40175.24609375,90.64584,,,,,,,,,,,,,,,
CSS,2011,,,,93.48637,39301.765625,90.87925,,,,,,,,,,,,,,,
CSS,2012,,,,96.31244,39211.53125,90.46721,,,,,,,,,,,,,,,
CSS,2013,,,,94.29872,39798.00390625,89.77977,,,,,,,,,,,,,,,
CSS,2014,,,,94.74506,39370.34375,89.57198,,,,,,,,,,,,,,,
CSS,2015,,,,94.40691,39065.99609375,90.92441,,,,,,,,,,,,,,,
CSS,2016,,,,94.01807,38821.34375,90.48512,,,,,,,,,,,,,,,
CSS,2017,,,,90.69723,38734.01953125,89.39624,,,,,,,,,,,,,,,
CSS,2018,,,,89.93744,37290.23828125,88.92917,,,,,,,,,,,,,,,
CSS,2019,,,,,38836.859375,,,,,,,,,,,,,,,,
CSS,2020,,,,,39486.5078125,,,,,,,,,,,,,,,,
CSS,2021,,,,,39147.19921875,,,,,,,,,,,,,,,,
CSS,2022,,,,,39265.04296875,,,,,,,,,,,,,,,,
CSS,2023,,,,,41986.765625,,,,,,,,,,,,,,,,
OED,1997,,,,105.4325,5494145.5,,,,,,,,,,,,,,,,
OED,1998,,10.0,,102.6357,5507084.0,95.42287,,,,,,,,,,91.9358596801758,92.2387924194336,88.0233993530273,91.3924674987793,20.34507,4.46187019348145
OED,1999,,10.0,,102.7274,5568971.5,96.24698,,,,,,,,,,93.1401901245117,92.6060752868652,87.4435691833496,91.4407958984375,20.02924,4.57943487167358
OED,2000,,10.0,,102.2225,5644238.0,96.21437,,,,,,,,,,93.4007263183594,93.1107788085938,88.5310554504395,91.9576835632324,21.01969,4.86840009689331
OED,2001,,10.0,,101.887,5694939.0,96.45992,,,,,,,,,,91.5952835083008,92.7447280883789,89.4828948974609,92.2860221862793,21.09976,5.08782291412354
OED,2002,,10.0,,101.3309,5700705.0,96.05889,,,,,,,,,,90.0567092895508,92.3558006286621,90.1269836425782,91.0741043090821,21.15071,5.21897506713867
OED,2003,,10.0,,101.3225,5708451.5,96.16891,,,,,,,,,,91.0635299682617,92.5681533813477,91.2776260375977,91.9834289550781,20.72279,5.24525785446167
OED,2004,,10.0,,102.481,5716437.0,96.26352,,,,,,,,,,92.2093276977539,92.7256164550782,90.5966567993164,92.06787109375,21.36875,5.06297016143799
OED,2005,,10.0,,102.7953,5776377.5,96.80265,,,,,,,,,,92.0915298461914,93.371826171875,90.6198272705078,92.9754104614258,21.76088,5.08472013473511
OED,2006,,10.0,,103.1905,5808134.0,96.8708,,,,,,,,,,91.6194915771484,92.5723190307617,89.7196273803711,92.1631164550782,21.98008,4.97649002075195
OED,2007,,10.0,,104.5154,5870821.5,97.17308,,,,,,,,,,92.0832672119141,93.1802978515625,91.0894165039063,93.3046798706055,22.59016,4.81757497787475
OED,2008,,10.0,,104.1663,5918568.0,97.17988,,,,,,,,,,91.2957611083984,93.1952667236328,91.0372200012207,92.2919921875,21.787465,4.90973997116089
OED,2009,,10.0,,102.3502,5916751.0,96.69319,,,,,,,,,,92.9442672729492,93.3477897644043,91.2050476074218,92.2735366821289,22.09115,5.39640665054321
OED,2010,,10.0,,102.0155,5945688.5,96.55159,,,,,,,,,,90.7266464233398,91.9184875488281,90.1086807250977,91.3150634765625,22.30329,5.41248989105225
OED,2011,,10.0,,101.0938,5965351.0,96.11001,,,,,,,,,,92.3589401245117,93.5610733032227,90.2607650756836,91.2668952941895,23.381685,5.19269013404846
OED,2012,,10.0,,100.788,5940145.0,96.27315,,,,,,,,,,93.2532806396484,92.9203872680664,89.0223388671875,91.4563217163086,22.84717,5.4102201461792
OED,2013,,10.0,,100.1177,5921017.0,96.40964,,,,,,,,,,93.3127365112305,92.3727035522461,90.6913223266602,92.8245315551758,23.81287,5.30837988853455
OED,2014,,10.0,,100.7283,5947824.5,96.53197,,,,,,,,,,92.9882316589355,92.7697982788086,90.8093490600586,92.7250671386719,23.54937,5.09604501724244
OED,2015,,10.0,,101.3745,6044161.5,96.73227,,,,,,,,,,94.0776214599609,93.5811080932617,89.8656463623047,91.9796981811523,24.129375,4.99559020996094
OED,2016,,10.0,,100.5277,6180046.5,97.04555,,,,,,,,,,92.0885429382324,93.0571784973145,91.9863128662109,92.7477378845215,22.84284,4.83923006057739
OED,2017,,11.0,,98.33136,6229108.0,97.04347,,,,,,,,,,92.3704223632812,93.7734909057617,91.6550559997559,93.0940284729004,,4.96131992340088
OED,2018,,11.0,,99.09329,6276805.5,96.6326,,,,,,,,,,91.1173477172852,92.5518417358398,90.7706031799316,91.5738525390625,,4.93008995056152
OED,2019,,11.0,,,6236830.5,,,,,,,,,,,91.653938293457,92.6933975219727,91.034164428711,92.7945137023925,,4.9859299659729
OED,2020,97.1789093017578,11.0,,,6142582.5,,,,,,,,,,,90.2685394287109,92.0162811279297,90.6339416503907,91.9781188964844,,5.37828016281128
OED,2021,,11.0,,,6227786.5,,,,,,,,,,,91.464542388916,92.2232093811035,91.0469627380371,92.2954864501953,,5.03708982467651
OED,2022,,11.0,,,6259057.0,,,,,,,,,,,,,,,,
OED,2023,,11.0,,,6267891.0,,,,,,,,,,,,,,,,
AFG,1997,,,,,,,,,,,,,,,,,,,,,
AFG,1998,,6.0,,,32593.0,,,,,,,,,,,,,,,,
AFG,1999,,6.0,,31.86713,26385.0,,,,,,,,,,,,,,,,
AFG,2000,,6.0,,,,,,,,,,,,,,,,,,,
AFG,2001,,6.0,,,,,,,,,,,,,,,,,,,
AFG,2002,,6.0,,186.3333,,,,,,,,,,,,,,,,,
AFG,2003,,6.0,,187.76297,,,,,,,,,,,,,,,,,
AFG,2004,,6.0,,,,,,,,,,,,,,,,,,,
AFG,2005,,6.0,,110.66335,,,,,,,,,,,,,,,,,
AFG,2006,,6.0,,,110313.0,,,,,,,,,,,,,,,,4.68476057052612
AFG,2007,,6.0,,92.32102,110312.0,,,,,,,,,,,,,,,,4.17489528656006
AFG,2008,,9.0,,,113763.0,,,,,,,,,,,,,,,,4.38367223739624
AFG,2009,,9.0,,102.5471,115454.0,,,,,,,,,,,,,,,,4.81063985824585
AFG,2010,,9.0,,108.95861,118858.0,,,,,,,,,,,82.6652603149414,82.6652679443359,78.9429321289062,81.6814193725586,9.03217,3.4794499874115
AFG,2011,31.0,9.0,,112.326,121593.0,,,,,,,,,,,84.1093902587891,84.1093978881836,77.5496292114258,82.6250915527344,8.98621,3.4620099067688
AFG,2012,,9.0,,117.03964,129093.0,,,,,,,,,,,89.2638092041016,89.2638092041016,65.4336776733398,84.9222869873047,12.74171,2.60419988632202
AFG,2013,,9.0,,116.43935,130957.0,,,,,,,,,,,84.1075897216797,84.1075897216797,67.1470108032227,81.1480026245117,11.75683,3.45445990562439
AFG,2014,,9.0,13.6816530227661,112.2448,,,,10.9864730834961,3.4502432346344,9.69848728179932,,1.91133177280426,0.0,0.0,1.91133177280426,83.5874481201172,83.5874481201172,72.4339370727539,80.696907043457,12.41128,3.69521999359131
AFG,2015,33.7538414001465,9.0,19.5894508361816,108.47538,142880.0,,,13.1258096694946,,9.79236030578613,,,,,,84.5209732055664,84.5209579467773,68.0542221069336,80.4073333740234,15.95379,3.2558000087738
AFG,2016,,9.0,,,140529.0,,,,,,,,,,,86.3456726074219,86.939697265625,,,,4.54397010803223
AFG,2017,,9.0,24.2811393737793,,132347.0,,,16.0005588531494,5.26141691207886,11.7771825790405,,5.26141691207886,0.283254206180573,2.38518023490906,5.26141691207886,88.640998840332,89.3640975952148,,,,4.34319019317627
AFG,2018,,9.0,,110.77532,134145.0,,,,,,,,,,,,,,,,
AFG,2019,,9.0,,,135751.0,,,,,,,,,,,,,,,,
AFG,2020,,9.0,22.4321632385254,,,,,16.7799663543701,6.40196752548218,13.007438659668,,4.32343006134033,0.0,0.380225747823715,4.70253896713257,,,,,,
AFG,2021,37.0,9.0,15.25,,,,,11.6300001144409,4.69999980926514,9.46000003814697,,3.0699999332428,0.0,0.310000002384186,3.0699999332428,,,,,,
AFG,2022,,9.0,21.0254802703857,,,,,15.3429203033447,,12.5973300933838,,3.98425006866455,,,,,,,,,
AFG,2023,,9.0,,,,,,,,,,,,,,,,,,,
CHN,1997,,,,93.61998,5735790.0,89.34889,6.66834020614624,,,,,,,,,,,,,,
CHN,1998,,9.0,,,5793561.0,,,,,,,,,,,,,,,15.58072,1.84432995319366
CHN,1999,,9.0,,,,,,,,,,,,,,94.2304534912109,90.1054077148438,77.5629577636719,88.5242462158203,23.98415,1.88803994655609
CHN,2000,91.0,9.0,,,,,,52.2599983215332,4.26999998092651,,,,,,,,,,,,
CHN,2001,,9.0,,98.9983,5860316.0,,,,,,,,,,,,,,,,
CHN,2002,,9.0,,107.03431,,,,,,,,,,,,,,,,,
CHN,2003,,9.0,,110.54449,5778853.0,,,,,,,,,,,,,,,,
CHN,2004,,9.0,,,,,,,,,,,,,,,,,,,
CHN,2005,,9.0,,,,,,,,,,,,,,,,,,,2.39190554618835
CHN,2006,,9.0,,96.36232,5967878.0,,,,,,,,,,,,,,,,2.44128441810608
CHN,2007,,9.0,,100.80703,6073666.0,,,,,,,,,,,,,,,,2.70073485374451
CHN,2008,,9.0,,102.61413,6035510.0,,,,,,,,,,,,,,,,3.63178825378418
CHN,2009,,9.0,,101.70594,6018780.0,,,,,,,,,,,,,,,,3.75152206420898
CHN,2010,95.0,9.0,,100.80835,5997393.0,,,65.3199996948242,,22.3199996948242,,3.57999992370605,,0.379999995231628,8.8100004196167,,,,,,3.55966520309448
CHN,2011,,9.0,,103.08816,5939088.0,,,,,,,,,,,,,,,,3.80921697616577
CHN,2012,,9.0,,,5907896.0,,,,,,,,,,,,,,,,4.29788875579834
CHN,2013,,9.0,,103.74538,5866510.0,,,,,,,,,,,,,,,,4.1298041343689
CHN,2014,,9.0,,101.67297,5859672.0,,,,,,,,,,,,,,,,4.10536003112793
CHN,2015,,9.0,,98.5553,5889014.0,,,,,,,,,,,,,,,,4.24201250076294
CHN,2016,,9.0,,101.9346,5933119.0,,,,,,,,,,,,,,,,4.20638513565063
CHN,2017,,9.0,,102.56565,6045682.0,,,,,,,,,,,,,,,,4.11133146286011
CHN,2018,,9.0,,102.56437,6201651.0,,,,,,,,,,,,,,,,4.02442407608032
CHN,2019,,9.0,,,6363952.0,,,,,,,,,,,,,,,,4.05939483642578
CHN,2020,97.0,9.0,95.8399963378906,,6526772.0,,,72.4000015258789,16.1200008392334,31.7700004577637,,7.67999982833862,0.119999997317791,0.910000026226044,16.1200008392334,,,,,,4.2333812713623
CHN,2021,,9.0,,,6683229.0,,,,,,,,,,,,,,,,3.98832511901855
CHN,2022,,9.0,,,6703981.0,,,,,,,,,,,87.5863876342773,82.2891998291016,78.7394104003906,82.9075164794922,,4.02356958389282
CHN,2023,,9.0,,,6719340.0,,,,,,,,,,,,,,,,
TJK,1997,,,,93.78147,28015.0,,,,,,,,,,,,,,,,
TJK,1998,,9.0,,,30125.0,,,,,,,,,,,,,,,,2.52849006652832
TJK,1999,,9.0,,97.67163,31402.0,,,,,,28.6849708557129,,,,,,,88.2568664550781,90.0338821411133,,2.07651996612549
TJK,2000,99.0,9.0,97.1600036621094,95.14329,31672.0,96.61952,4.43426990509033,92.4199981689453,,78.9599990844727,18.8557891845703,10.6499996185303,,,19.8199996948242,,,,,,2.32871007919312
TJK,2001,,9.0,,91.33063,31216.0,96.1546,5.05892992019653,,,,19.3098201751709,,,,,,,,,,2.37659001350403
TJK,2002,,9.0,,101.46111,31423.0,97.84296,3.49010992050171,,,,15.0733203887939,,,,,,,,,12.0546,2.77578997612
TJK,2003,,9.0,,105.65306,31080.0,97.85272,4.5568699836731,,,,,,,,,,,,,7.7825,2.42078995704651
TJK,2004,,9.0,,94.86656,32078.0,98.12003,4.31161022186279,,,,8.77628040313721,,,,,,,,,5.35162,2.77203011512756
TJK,2005,,9.0,,97.83508,32498.0,98.31058,4.02889013290405,,,,8.89667987823486,,,,,,,,,7.38621,3.51213002204895
TJK,2006,,9.0,,102.23184,31017.0,97.97853,4.25759983062744,,,,7.72400999069214,,,,,,,,,6.52913,3.40350008010864
TJK,2007,,9.0,,104.47209,31482.0,98.36394,3.88529992103577,,,,6.6190299987793,,,,,,,,,7.53539,3.41326999664307
TJK,2008,,9.0,,104.20918,30530.0,98.40756,3.25505995750427,,,,6.63986015319824,,,,,,,,,14.24787,3.45983004570007
TJK,2009,,9.0,,97.29683,29523.0,98.63515,3.14365005493164,,,,6.43296003341675,,,,,,,,,11.98067,4.0983099937439
TJK,2010,99.6999969482422,9.0,,101.32416,27087.0,98.34242,4.28254985809326,,,,5.48565006256104,,,,,,,,,10.07537,4.00675010681152
TJK,2011,,9.0,,98.33589,28730.0,98.24884,6.82974004745483,,,,5.29053020477295,,,,,,,,,8.3976,3.93511009216309
TJK,2012,,9.0,,100.2798,28799.0,98.66478,8.18873023986816,,,,,,,,,,,,,11.18098,4.01803016662598
TJK,2013,,9.0,,96.13544,29300.0,99.21073,9.01955986022949,,,,,,,,,,,,,,5.29397630691528
TJK,2014,,9.0,,94.94585,29627.0,98.15556,9.17401027679443,,,,,,,,,,,,,,5.59398889541626
TJK,2015,,9.0,,97.0824,30649.0,97.5325,8.27425956726074,,,,,,,,,,,63.2513389587402,86.0194396972656,9.94552,4.96774005889893
TJK,2016,,9.0,,102.4402,32377.0,97.74311,6.76179981231689,100.0,24.5576229095459,82.336799621582,,13.4074630737305,,10.9453449249268,21.3762035369873,,,,,,5.73094129562378
TJK,2017,,9.0,95.7501831054688,105.68686,34575.0,99.09613,4.00798988342285,94.5400009155273,,80.6699981689453,,12.0100002288818,5.46999979019165,10.9499998092651,22.8700008392334,,,,,,5.54471778869629
TJK,2018,,9.0,,,,,,,,,,,,,,,,,,,5.38508749008179
TJK,2019,,9.0,,,,,,,,,,,,,,,,,,,5.48427629470825
TJK,2020,,9.0,,,38907.0,,,,,,,,,,,,,,,,5.73725271224976
TJK,2021,,9.0,,,40450.0,,,,,,,,,,,,,,,,5.70163345336914
TJK,2022,,9.0,,,40599.0,,,,,,,,,,,,,,,,5.71509790420532
TJK,2023,,9.0,,,40467.0,,,,,,,,,,,,,,,,5.81054592132568
ARB,1997,61.8547515869141,,,84.09865,1510056.0,,,,,,,,,,,,,,,,
ARB,1998,63.0504188537598,9.0,,85.67238,1524943.375,75.04855,,,,,,,,,,,,,,,
ARB,1999,64.1246185302734,9.0,,88.71202,1533505.5,76.63139,,,,,,,,,,,,,,,
ARB,2000,65.1314315795898,9.0,,90.05767,1592528.625,77.70382,,,,,,,,,,,,,,,
ARB,2001,66.2609481811523,9.0,,90.08049,1652944.875,78.98565,,,,,,,,,,,,,,,
ARB,2002,67.2946319580078,9.0,,93.12643,1704046.5,80.05233,,,,,,,,,,,,,,,5.03286671638489
ARB,2003,70.01904296875,9.0,,92.4345,1723306.75,80.59203,,,,,,,,,,,,,,,
ARB,2004,70.8691711425781,9.0,,93.33924,1773192.625,81.11935,,,,,,,,,,,,,,,5.02110004425048
ARB,2005,71.4038467407227,9.0,,95.19962,1848874.125,81.97276,,,,,,,,,,,,,,,
ARB,2006,69.1949996948242,9.0,,96.13548,1904306.75,82.16889,,,,,,,,,,,,,,,3.93055999279022
ARB,2007,70.0446472167969,9.0,,97.6186,1925159.25,83.035,,,,,,,,,,,,,,,
ARB,2008,71.0101776123047,9.0,,98.1613,1979973.875,84.30093,,,,,,,,,,,,,,,4.22755002975464
ARB,2009,69.7459564208984,9.0,,97.39306,1969828.5,84.33249,,,,,,,,,,,,,,,
ARB,2010,70.4397125244141,9.0,,97.87708,2006527.375,85.4331,,,,,,,,,,,,,,,
ARB,2011,72.2035903930664,9.0,,98.60017,2091231.375,85.09152,,,,,,,,,,,,,,,
ARB,2012,73.0683670043945,9.0,,98.78386,2260650.25,85.20714,,,,,,,,,,,,,,,4.12477493286132
ARB,2013,73.8112869262695,9.0,,97.62239,2298346.25,84.21832,,,,,,,,,,,,,,,
ARB,2014,74.3166122436523,9.0,,98.42353,2368570.0,84.2543,,,,,,,,,,,,,,,
ARB,2015,75.0205383300781,9.0,,97.8552,2378595.75,84.03523,,,,,,,,,,,,,,,
ARB,2016,73.7179565429688,9.0,,97.05477,2377519.0,84.53258,,,,,,,,,,,,,,,
ARB,2017,74.2122116088867,9.0,,97.34269,2386573.25,85.14375,,,,,,,,,,,,,,,
ARB,2018,74.5541229248047,9.0,,96.21463,2443868.5,85.38422,,,,,,,,,,,,,,,
ARB,2019,74.8075180053711,9.0,,,2528565.25,,,,,,,,,,,,,,,,3.86020994186401
ARB,2020,75.1214599609375,9.0,,,2526985.0,,,,,,,,,,,,,,,,
ARB,2021,75.5395736694336,9.0,,,2534022.75,,,,,,,,,,,,,,,,
ARB,2022,75.8184585571289,9.0,,,2491033.5,,,,,,,,,,,,,,,,
ARB,2023,76.1542587280273,9.0,,,2565690.5,,,,,,,,,,,,,,,,
HUN,1997,,,,100.56347,41813.0,87.00003,12.4133195877075,,,,3.6553099155426,,,,,,,,,,
HUN,1998,,,,103.41452,46872.0,98.38445,0.297850012779236,,,,4.19546985626221,,,,,93.264762878418,91.810432434082,88.4440689086914,91.7857131958008,19.56093,4.40864992141724
HUN,1999,,13.0,,102.56128,47260.0,98.609,0.486440002918243,,,,3.67003989219666,,,,,94.2627716064453,92.3762969970703,86.8722991943359,91.7957229614258,20.02924,4.56704998016357
HUN,2000,,13.0,,100.50746,46777.0,96.8381,2.34998989105225,,,,3.05049991607666,,,,,94.3539886474609,92.2828826904297,82.3733215332031,90.2819213867188,21.01969,4.86840009689331
HUN,2001,,13.0,98.4599990844727,97.41508,46475.0,97.57593,1.47645998001099,87.3199996948242,13.6300001144409,55.0699996948242,0.186000004410744,,,,12.6400003433228,94.256721496582,91.9687118530273,82.2369689941406,89.818359375,21.09976,4.9310097694397
HUN,2002,,13.0,,95.46478,46497.0,98.04089,0.130569994449615,,,,0.0799600034952164,,,,,93.8696212768555,91.9359283447266,82.6889877319336,89.5415725708008,21.15071,5.17923021316528
HUN,2003,,13.0,,98.69434,48393.0,95.93472,0.0206000003963709,,,,0.0123399998992682,,,,,95.6065063476562,93.8829879760742,85.1731414794922,92.326789855957,20.69117,5.7923002243042
HUN,2004,,13.0,,95.83781,42643.0,95.57372,0.0388699993491173,,,,0.693270027637482,,,,,95.9999465942383,94.7747116088867,87.2885894775391,93.5807113647461,18.70517,5.32762002944946
HUN,2005,,13.0,98.9800033569336,97.4524,41230.0,96.36239,0.0865499973297119,90.8199996948242,16.2299995422363,63.5499992370605,0.106949999928474,,,,14.6899995803833,95.2471313476562,93.5292205810547,87.569580078125,92.6358337402344,18.89088,5.3200798034668
HUN,2006,,13.0,,99.23111,40580.0,96.97437,0.161819994449615,,,,0.031029999256134,,,,,95.0236282348633,93.6546325683594,88.5130386352539,92.3745498657227,19.14149,5.28974008560181
HUN,2007,,13.0,,99.91081,39706.0,96.16023,0.439900010824203,,,,0.0077200001105666,,,,,96.4936294555664,94.5737686157227,90.5978622436523,94.0281524658203,19.71294,5.13495016098022
HUN,2008,,13.0,,103.8409,37844.0,97.01813,0.880060017108917,,,,0.151800006628036,,,,,96.3923492431641,94.2844009399414,91.0225982666016,94.2199935913086,20.01192,4.9676399230957
HUN,2009,,13.0,,101.79258,37108.0,97.50267,1.64837002754211,97.6500015258789,,74.5400009155273,0.0790999978780746,,,,18.7399997711182,94.3818435668945,94.1165084838867,84.1163482666016,91.5774536132812,22.05753,4.94636011123657
HUN,2010,,13.0,,100.34985,36675.0,97.27224,2.07813000679016,97.9300003051758,,75.6900024414062,0.349249988794327,,,,18.9899997711182,90.513069152832,91.9184875488281,88.5639724731445,89.6304397583008,20.11094,4.72375011444092
HUN,2011,,13.0,,98.08617,36716.0,96.63328,2.38243007659912,98.2099990844727,21.6800003051758,76.6600036621094,0.352979987859726,,,,20.0300006866455,94.0526428222656,93.8484802246094,86.0209274291992,90.9107284545898,23.39252,4.5631799697876
HUN,2012,,13.0,,99.07785,36719.0,96.1399,1.68873000144958,98.2900009155273,22.8500003814697,77.629997253418,1.15570998191833,,,,21.0100002288818,97.0299301147461,97.3144607543945,92.6906280517578,95.6465301513672,19.08823,4.14249992370605
HUN,2013,,11.0,99.6500015258789,100.4042,37054.0,96.78749,2.51460003852844,98.3899993896484,29.0200004577637,78.4899978637695,1.61134004592896,19.4300003051758,0.5,7.55000019073486,21.4599990844727,98.4154510498047,98.0333023071289,90.4123229980469,95.3065719604492,21.33464,4.18921995162964
HUN,2014,,11.0,99.5199966430664,107.16722,34955.0,96.96363,3.55278992652893,96.6399993896484,28.2099990844727,74.120002746582,1.93719005584717,19.8999996185303,0.660000026226044,8.47999954223633,20.8799991607666,93.2803268432617,95.4206695556641,86.9571685791016,91.3280715942383,16.44862,4.60187005996704
HUN,2015,,13.0,99.5500030517578,100.67699,36029.0,96.37729,4.28495979309082,96.7699966430664,28.7399997711182,75.0999984741211,2.52056002616882,20.6700000762939,0.75,8.89999961853027,21.6700000762939,97.2870788574219,97.4836502075195,89.8656463623047,93.66943359375,14.33275,4.49539995193481
HUN,2016,,13.0,99.5699996948242,96.97548,36632.0,96.86899,4.96833992004395,97.1800003051758,28.5100002288818,76.0599975585938,2.85660004615784,20.4099998474121,0.709999978542328,8.64999961853027,21.3999996185303,97.7988586425781,96.7572937011719,83.4946365356445,92.5697326660156,16.07903,4.61547994613647
HUN,2017,,13.0,99.59912109375,96.43723,,96.50686,4.86931991577148,97.4235687255859,28.9873695373535,76.9970626831055,3.11308002471924,20.772331237793,0.672194302082062,8.89184665679932,21.7270374298096,96.7924194335938,95.612548828125,81.1424789428711,89.8996124267578,,4.64757013320923
HUN,2018,,13.0,99.6308898925781,,,,4.45279979705811,97.7009887695312,29.8999576568604,78.1045227050781,3.90091991424561,21.7858905792236,0.734391689300537,10.0963554382324,22.7498626708984,93.438346862793,92.5518417358398,81.3274688720703,86.4923400878906,,4.62343978881836
HUN,2019,,13.0,99.6030044555664,,37681.0,,4.34871006011963,97.9045257568359,30.0627555847168,78.5931243896484,4.37389993667603,22.5712108612061,0.630590438842773,10.6177816390991,23.5781879425049,93.6029434204102,92.4022903442383,82.271598815918,89.3198776245117,,4.22488021850586
HUN,2020,,13.0,99.6699981689453,,37552.0,,4.27849006652832,98.1800003051758,31.7600002288818,80.0100021362305,4.54261016845703,24.0799999237061,0.689999997615814,11.7700004577637,25.0,94.4837188720703,92.1325225830078,78.9293594360352,89.4245529174805,,4.1535701751709
HUN,2021,99.0999984741211,13.0,99.638053894043,,37490.0,,3.86026000976562,98.519645690918,31.8185558319092,81.4102630615234,5.37253999710083,25.8177375793457,0.545315980911255,12.8353261947632,26.6312389373779,93.2477493286133,91.9960403442383,89.3562698364258,91.0576629638672,,4.68406009674072
HUN,2022,,13.0,99.7002792358398,,37868.0,,3.68225002288818,98.6742172241211,31.5135765075684,82.6402359008789,4.78233003616333,26.128345489502,0.487015932798386,12.5947608947754,26.8596343994141,,,,,,
HUN,2023,,13.0,,,,,,,,,,,,,,,,,,,
DOM,1997,,,,,,,,,,,,,,,,,,,,,
DOM,1998,,9.0,,,41329.0,,,,,,,,,,,,,,,,
DOM,1999,,9.0,,133.60522,42184.0,84.99825,15.1359596252441,,,,17.8166904449463,,,,,,,,,,
DOM,2000,,9.0,54.7999992370605,131.63516,43941.0,86.10226,12.6465797424316,43.0400009155273,,21.9899997711182,15.6922903060913,,,,,,,,,,1.88829004764557
DOM,2001,,9.0,56.0200004577637,,,,,43.9799995422363,,22.7999992370605,,,,,,93.6392288208008,99.4022064208984,,93.0641784667969,,1.96782994270325
DOM,2002,87.0,9.0,57.7000007629395,130.75424,42929.0,92.74606,5.85179996490479,46.189998626709,,24.5100002288818,7.05487012863159,,,,,90.4004898071289,99.2106628417969,97.4026031494141,93.2900772094727,,1.9140100479126
DOM,2003,,9.0,59.3400001525879,,,89.83362,9.24911975860596,48.0,,25.6700000762939,,,,,,,,,,,1.84465003013611
DOM,2004,,9.0,61.4700012207031,105.83732,50791.0,84.60371,14.5052995681763,49.7900009155273,,27.2700004577637,6.54603004455566,,,,,99.6648330688477,99.6765823364258,,96.6066589355469,,
